"","wbcode","industry","industry_description","init_year","final_year","skill_2_1","skill1_corr","diffa","diffg","tskilla","tnoskilla","tskillg","tnoskillg","avg_tar","init_tar","prod_growth","growth","inv","init","human_cap","dum80_83","dum85_87","lat_america","e_europe","w_africa","e_africa","s_c_africa","n_afr_me","e_asia","s_e_asia","s_w_asia","ln_init_q","ln_init_q_skilla","ln_init_q_unskilla","ln_init_q_skillg","ln_init_q_unskillg","voice2000","political_stability2000","govt_effectiveness2000","reg_quality2000","rule_of_law2000","control_corrup2000","growth_human_cap","patent_growth","diff_growth_q_a","diff_growth_q_g","fin_diffa","fin_diffg","percent_firms_connected","ln_viol_per_car","gatt_year","wto_year"
"259","DEU","247","Furniture",1972,2000,0.153999999165535,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-4.22673368453979,0.0321432910859585,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,22.9031963348389,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"260","DEU","231","Non-elec machinery",1972,2000,0.414000004529953,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.35813784599304,0.0350156538188457,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,24.777099609375,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"261","DEU","110","Agriculture",1972,2000,0.11599999666214,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-2.59026718139648,-0.0191523730754852,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,25.0037441253662,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"262","DEU","220","Iron/steel",1972,2000,0.266000002622604,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.83970236778259,-0.0118698813021183,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,24.395471572876,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"263","DEU","213","Manuf fertilizers",1972,2000,0.731000006198883,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.41732668876648,0.0167094171047211,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,24.014928817749,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"264","DEU","243","Wood prod",1972,2000,0.128000006079674,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.60453820228577,0.0275364965200424,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,22.9311809539795,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"265","DEU","140","Mineral fuels",1972,2000,0.592999994754791,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-5.60782527923584,0.0532586760818958,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,23.6009998321533,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"266","DEU","211212","Medicaments",1972,2000,0.717999994754791,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.47376799583435,0.0327085554599762,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,23.7778167724609,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"267","DEU","242","Rubber prod",1972,2000,0.462000012397766,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.86323285102844,0.0180139988660812,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,22.56662940979,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"268","DEU","248","Footwear",1972,2000,0.314999997615814,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.40534973144531,0.0431034490466118,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,23.2327480316162,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"269","DEU","233","Transport equip",1972,2000,0.465999990701675,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.96331644058228,0.0576483644545078,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,24.5770778656006,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"270","DEU","232","Elec machinery",1972,2000,0.616999983787537,0.177086338400841,0.199178218841553,0.187592744827271,-3.47650957107544,-3.67568778991699,-3.37946462631226,-3.56705737113953,-3.51287603378296,-3.12129545211792,0.0268236882984638,0.0197876803576946,3.31495976448059,9.48289489746094,-2.02134561538696,0,0,0,0,0,0,0,0,0,0,0,24.6510581970215,26.415641784668,25.7934722900391,25.5277709960938,26.5336456298828,1.35037624835968,1.2736896276474,1.93065249919891,1.35546827316284,1.913534283638,1.71827864646912,0.012214994058013,0.06806730479002,0.0772883668541908,0.0886136218905449,0.559695243835449,0.652926921844482,1.54799997806549,0.619648218154907,1951,1995
"271","DNK","241","Leather prod",1972,2000,0.0790000036358833,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.64930963516235,-0.0447857938706875,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,18.4633464813232,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"272","DNK","242","Rubber prod",1972,2000,0.462000012397766,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.10554718971252,-0.00220252992585301,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,18.9287109375,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"273","DNK","245","Textiles/clothing",1972,2000,0.131999999284744,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.41913366317749,-0.0255627352744341,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,21.2965602874756,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"274","DNK","231","Non-elec machinery",1972,2000,0.414000004529953,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.31318640708923,0.0253382828086615,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,21.682222366333,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"275","DNK","220","Iron/steel",1972,2000,0.266000002622604,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.49002861976624,0.0351163223385811,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,19.5242195129395,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"276","DNK","232","Elec machinery",1972,2000,0.616999983787537,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.03655433654785,0.0162812694907188,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,21.0480422973633,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"277","DNK","211212","Medicaments",1972,2000,0.717999994754791,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.06615471839905,0.0465990118682384,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.6397800445557,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"278","DNK","110","Agriculture",1972,2000,0.11599999666214,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.61729574203491,-0.010466281324625,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,22.9646377563477,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"279","DNK","249","Professional equip",1972,2000,0.796999990940094,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.90955471992493,0.0480948090553284,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,19.3722019195557,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"280","DNK","213","Manuf fertilizers",1972,2000,0.731000006198883,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.89860558509827,0.0105414418503642,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.4905204772949,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"281","DNK","246","Non-metallic mineral prod",1972,2000,0.20100000500679,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.04872965812683,0.00120244442950934,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,21.1539611816406,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"282","DNK","243","Wood prod",1972,2000,0.128000006079674,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.43889927864075,0.0242253616452217,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.2173652648926,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"283","DNK","233","Transport equip",1972,2000,0.465999990701675,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.21637892723083,-0.00221784552559257,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,21.252010345459,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"284","DNK","244","Paper prod",1972,2000,0.397000014781952,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.40794563293457,0.0210216492414474,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.2673759460449,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"285","DNK","248","Footwear",1972,2000,0.314999997615814,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.31957387924194,0.0433928482234478,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.0578594207764,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"286","DNK","140","Mineral fuels",1972,2000,0.592999994754791,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-4.55879974365234,0.0429998449981213,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.6012325286865,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"287","DNK","150","Non-ferr metals",1972,2000,0.184000000357628,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-3.75501918792725,0.0109403869137168,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,19.3263931274414,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"288","DNK","247","Furniture",1972,2000,0.153999999165535,-0.287410140037537,-0.363309860229492,-0.244156837463379,-3.1255886554718,-2.76227879524231,-3.19819068908691,-2.95403385162354,-3.00741147994995,-2.35915541648865,0.0333834402263165,0.0159633029252291,3.34676241874695,9.74200534820557,-0.965014815330505,0,0,0,0,0,0,0,0,0,0,0,20.2237567901611,23.0418682098389,23.382137298584,22.1678447723389,23.7290267944336,1.51277053356171,1.44302475452423,1.86765158176422,1.37843823432922,1.97424054145813,2.36035895347595,0.0320248752832413,0.0778720527887344,0.0460295081138611,0.0578590556979179,0.432706356048584,0.786081075668335,NA,0,1950,1995
"289","DZA","213","Manuf fertilizers",1985,1998,0.731000006198883,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-9.21034049987793,0.0356641225516796,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,17.9884452819824,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"290","DZA","140","Mineral fuels",1985,1998,0.592999994754791,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-4.96184492111206,-0.0859711617231369,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,19.8451271057129,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"291","DZA","220","Iron/steel",1985,1998,0.266000002622604,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-2.78062081336975,-0.160978332161903,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,21.189416885376,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"292","DZA","247","Furniture",1985,1998,0.153999999165535,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-0.504181027412415,-0.146052941679955,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,19.2353134155273,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"293","DZA","242","Rubber prod",1985,1998,0.462000012397766,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-1.98777437210083,-0.227857172489166,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,18.1907291412354,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"294","DZA","211212","Medicaments",1985,1998,0.717999994754791,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-1.93826329708099,-0.0491415485739708,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,19.9107341766357,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"295","DZA","232","Elec machinery",1985,1998,0.616999983787537,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-2.00248050689697,-0.166751444339752,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,20.2272262573242,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"296","DZA","110","Agriculture",1985,1998,0.11599999666214,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-2.00991559028625,-0.0366023890674114,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,23.4692344665527,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"297","DZA","231","Non-elec machinery",1985,1998,0.414000004529953,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-3.03655433654785,-0.166751429438591,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,19.2498512268066,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"298","DZA","150","Non-ferr metals",1985,1998,0.184000000357628,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-3.9633162021637,-0.0504368208348751,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,18.3393726348877,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
"299","DZA","244","Paper prod",1985,1998,0.397000014781952,-0.478346109390259,-0.871712565422058,-1.28257238864899,-1.69694077968597,-0.825228214263916,-2.34031105041504,-1.05773866176605,-1.17007660865784,-1.46533751487732,-0.100629091262817,-0.00773331383243203,3.09108066558838,8.61208438873291,-2.84579038619995,0,1,0,0,0,0,0,1,0,0,0,19.4831657409668,22.37522315979,23.6979579925537,21.2417373657227,23.8640213012695,-1.30562901496887,-1.7047860622406,-0.748343169689178,-0.801692605018616,-0.791049897670746,-0.646021664142609,0.096576027572155,0.199715480208397,-0.123538225889206,-0.0688186660408974,0.484773874282837,1.06643879413605,NA,3.75064754486084,NA,NA
